Category,Description,Employer,Location,Multiple,State,Translation
ECON,HR Operations Team Lead Employee Lifecycle (80 – 100%),ABB Switzerland Ltd.,Baden,N,Aargau,HR Operations Team Lead Employee Lifecycle (80 - 100%)
ECON,HR Services Specialist (80 – 100 %) (m/w/d),ABB Schweiz AG,Baden,N,Aargau,HR Services Specialist (80 - 100%) (w / m / d)
ECON,Power Analyst,Axpo Solutions AG,Baden,N,Aargau,Power analyst
ECON,Product Development Lead,Axpo Solutions AG,Baden,N,Aargau,Product Development Lead
ECON,Risk and Fraud Specialist/in (m/w) 100%,Grand Casino Baden AG,Baden,N,Aargau,Risk and Fraud Specialist / in (m / w) 100%
ECON,Travel Expert Kontiki Reisen (100%-m/w),DER Touristik Suisse,Baden,N,Aargau,Travel Expert Kontiki Travel (100% -m / f)
ECON,Value Chain Excellence Specialist (80 – 100%),ABB Switzerland Ltd.,Baden,N,Aargau,Value Chain Specialist Excellence (80 - 100%)
ECON,Executive Junior Project Manager (m/w/d) to the CEO,Von Roll Schweiz AG,Breitenbach,N,Solothurn,Executive Junior Project Manager (m / w / d) to the CEO
ECON,AssistentIn Sales & Marketing 100%,Exentis Group AG,Stetten,N,Solothurn,AssistentIn Sales & Marketing 100%
ECON,Group HR Data Analyst,Ultimativo Consulting GmbH,Region Olten,N,Graubünden,Group HR Data Analyst
ECON,Logistiker/in EFZ,Regio Personal AG,Region Suhr,N,Aargau,Logisticians / EFZ
ECON,Receptionist / Assistent (m/w),Golf Sempach,Hildisrieden,N,Luzern,Receptionist / Assistant (m / f)
ECON,Bereichsleiter (m/w),Personal Sigma Sursee AG,Kanton Luzern,N,Luzern,Head (m / f)
ECON,"Beratung und Projektleitung (100%), Kommunikation und Werbung",FELDERVOGEL,Luzern,N,Luzern,"Consulting and project management (100%), communication and advertising"
ECON,"Teamassistenz (50-60%), Werbung und Kommunikation",FELDERVOGEL,Luzern,N,Luzern,"Team Assistant (50-60%), advertising and communication"
ECON,Sachbearbeiter Export 100 % (m/w/d),VICI AG International,Schenkon,N,Luzern,Export Agent 100% (w / w / d)
ECON,Assistentin Personalberaterin (m/w),Personal Sigma Sursee AG,Sursee,N,Luzern,Assistant Personnel Consultant (m / w)
ECON,Mitarbeiter Einkauf 80 % (m/w),Brugg Drahtseil AG,Birr,N,Aargau,Employees Shopping 80% (w / w)
ECON,Produktionslogistiker/AVOR Mitarbeiter m/w (Festanstellung),City Personal AG,Raum Wildegg,N,Aargau,Production logistician / AVOR employees m / w (permanent)
ECON,Fachspezialistin Payroll und Sozialversicherungen 80-100% (m/w),Impirio AG,Region Bern,N,Bern,Payroll skilled specialist and social 80-100% (w / w)
ECON,HR-Generalist (m/w) 60 - 100%,Impirio AG,Region Bern,N,Bern,HR-generalist (m / w) 60-100%
ECON,"Inspektor / Berater für Elektroinstallationen (m/w, 100%)",NoData,Region Zürich / Glarnerland,N,Multiple,"Inspector / consultant for electrical installations (m / w, 100%)"
ECON,Intiativer Sachbearbeiter Einkauf und Logistik w/m 100%,"Universal-Job AG, Solothurn",Biel,N,Bern,Intiativer agent Procurement and Logistics w / m 100%
ECON,Intiativer Sachbearbeiter Einkauf und Logistik w/m 100%,"Universal-Job AG, Solothurn",Biel,N,Bern,Intiativer agent Procurement and Logistics w / m 100%
ECON,Leiter m/w Inkasso Firmenkunden 100%,mediserv AG,Biel,N,Bern,Head m / w collection corporate clients 100%
ECON,Partner Manager,Quickline AG,Biel,N,Bern,partner Manager
ECON,Sachbearbeiter Verkauf und Export (w/m),"Joker Personal AG, Wohlen",Region Wohlen,N,Aargau,Clerk Sales and Export (m / f)
ECON,Personalfachperson 80-100% (m/w),Impirio AG,Region Biel,N,Bern,Personnel skilled person 80-100% (w / w)
ECON,Senior Projektleiter/in Live Communication 70-100% (m/w),2communicate ag,Neuendorf,N,Solothurn,Senior Project Manager / in Live Communication 70-100% (w / w)
ECON,Betriebsleiter/in 100%,Activ Fitness AG,Buchs,N,Sankt Gallen,Superintendent /% in 100
ECON,Junior Solutions Manager Pharmacy Automation,Swisslog,Buchs,N,Sankt Gallen,Junior Solutions Manager Pharmacy Automation
ECON,Praktikum / Aushilfe Marketing - Kommunikation (Headquarter),Swisslog,Buchs,N,Sankt Gallen,Internship / temporary jobs Marketing - Communications (Headquarter)
ECON,Assistenz der Geschäftsleitung (m/w),Personal Sigma Aarau AG,Region Lenzburg,N,Aargau,Executive Support (m / w)
ECON,Consultant Haufe umantis (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,N,Multiple,Consultant Haufe umantis (w / m / d)
ECON,Consultant Time Management (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,N,Multiple,Consultant Time Management (w / m / d)
ECON,HR People - die Community für externe HR Profis,HR Campus AG,Region Zürich / Schaffhausen,N,Multiple,HR People - the community for external HR professionals
ECON,HR People - die Community für externe Payroll Profis,HR Campus AG,Region Zürich / Schaffhausen,N,Multiple,HR People - the community for external Payroll Professionals
ECON,Senior Consultant SuccessFactors (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,N,Multiple,Senior Consultant Success Factor (w / m / d)
ECON,Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),NoData,Kappel,N,Solothurn,Learning / r Systemgastronomie / -mann EFZ (start 2020)
ECON,Logistikberater 100 % m/w,Kohlberg & Partner GmbH,Mittelland,N,Multiple,Logistics consultant 100% w / w
ECON,Marketingfachmann/frau 100%,Job&Jobs,Mittelland,N,Multiple,Marketing specialist / woman 100%
ECON,Projektleiter / in 100%,Job&Jobs,Mittelland,N,Multiple,Project Manager / in 100%
ECON,Projektleiter/in Produktentwicklung 100%,Job&Jobs,Mittelland,N,Multiple,Project / product development 100%
ECON,Supervisor Logistics 100%,Workmanagement AG,Pfäffikon SZ,N,Schwyz,Supervisor Logistics 100%
ECON,Fachspezialist Exportabwicklung (m/w) 100%,yellowshark AG,Spreitenbach,N,Schwyz,Specialist export processing (w / w) 100%
ECON,Kauf Mitarbeiter Verkehre in Europe (w/m) 100%,Rhenus Alpina AG,Spreitenbach,N,Schwyz,Purchase employee traffic in Europe (w / m) 100%
ECON,Umzugsmitarbeiter (teilzeit),NoData,Spreitenbach,N,Schwyz,Moving employees (full-time)
ECON,Disponent / Logistiker EFZ (w/m) in Dornach/CH,Ziegler (Schweiz) AG,Dornach,N,Solothurn,MRP / logistics company EFZ (w / w) in Dornach / CH
ECON,Disponent/in 100%,Sieber Transport AG,4562 Biberist,N,Solothurn,Booker / in 100%
ECON,Fachspezialistin/en Payroll & Administration,SBB AG,4600 Olten,N,Solothurn,Specialist specialist / s Payroll & Administration
ECON,Marketing Manager (m/w),Schenker Storen AG,5012 Schönenwerd,N,Solothurn,Marketing Manager (m / f)
ECON,Strategischer Einkäufer (m/w),Schenker Storen AG,5012 Schönenwerd,N,Solothurn,Strategic Purchaser (m / f)
ECON,Disponent/in 100%,Sieber Transport AG,Biberist,N,Solothurn,Booker / in 100%
ECON,Employee Logistic & Eventsupport 100% (w/m),Adcom Switzerland AG,Biberist,N,Solothurn,Employee & Logistic Support Event 100% (w / w)
ECON,Anlagenwart / Stv. Leiter Anlagen Gas + Wasser (m/w) 100 %,SWG,CH 2540 Grenchen,N,Solothurn,Conditioning waiting / Deputy Chief Investment gas + water (m / w). 100%
ECON,Leiterin Marketing (m/w) 100 %,SWG,CH 2540 Grenchen,N,Solothurn,Head of Marketing (m / w) 100%
ECON,Stv. Leiter Netz Gas + Wasser / Rohrnetzmonteur (m/w) 100 %,SWG,CH 2540 Grenchen,N,Solothurn,Subst. Wire system gas + water / pipe network fitter (m / w) 100%
ECON,Enterprise Architecture Management Consultant 60-100% (Per sofort oder nach Vereinbarung),XIMIQ AG,CH 4500 Solothurn,N,Solothurn,Enterprise Architecture Management Consultant 60-100% (immediately or by appointment)
ECON,Junior Enterprise Architecture Management Consultant (w/m) 60-100% (Per sofort oder nach Vereinbarung),XIMIQ AG,CH 4500 Solothurn,N,Solothurn,Junior Enterprise Architecture Management Consultant (m / w) 60-100% (immediately or by appointment)
ECON,Praktikant/in Marketing | Events 100%,NoData,CH 4500 Solothurn,N,Solothurn,Intern / in Marketing | Events 100%
ECON,Ausbildung zum/zur Fahrdienstleiter/in,NoData,CH 4501 Solothurn,N,Solothurn,Training to / for Dispatcher / in
ECON,Fahrdienstleiter/in Betriebsleitzentrale Worblaufen 80 - 100 %,NoData,CH 4501 Solothurn,N,Solothurn,Dispatchers / control center in Worblaufen 80-100%
ECON,"Bankett- und Eventmanager/in (m/f, 100 %)",NoData,CH 4515 Oberdorf SO,N,Solothurn,"Banquet and Event Manager / in (m / f, 100%)"
ECON,"Gastgeber/in Service (m/f, 100 %)",NoData,CH 4515 Oberdorf SO,N,Solothurn,"Host / in Service (m / f, 100%)"
ECON,Lehrstelle als Restaurantfachfrau/Restaurantfachmann EFZ,NoData,CH 4532 Feldbrunnen,N,Solothurn,Apprenticeship as a restaurant specialist / restaurant specialist EFZ
ECON,Lehrstelle Systemgastronomie,NoData,CH 4573 Lohn-Ammannsegg,N,Solothurn,Apprenticeship system catering
ECON,Business Developer / Project Manager,elblox AG,CH 4600 Olten,N,Solothurn,Business Developer / Project Manager
ECON,Consultant (w/m/d) für wasserwirtschaftliche Informationssysteme,NoData,CH 4600 Olten,N,Solothurn,Consultant (w / m / d) for water management information systems
ECON,Praxisorientierte Ausbildung Corporate FilmproduztIN (100%),NoData,CH 4600 Olten,N,Solothurn,Practical training Corporate FilmproduztIN (100%)
ECON,Chief Operation Officer,2communicate ag,CH 4623 Neuendorf,N,Solothurn,Chief Operation Officer
ECON,Creative Director,2communicate ag,CH 4623 Neuendorf,N,Solothurn,Creative Director
ECON,Assistent/in Verkauf & Marketing (m/w),NoData,CH 4624 Härkingen,N,Solothurn,Wizard / in Sales & Marketing (m / w)
ECON,Sachbearbeiter Personal (m/w),NoData,CH 4624 Härkingen,N,Solothurn,Clerk staff (m / f)
ECON,selbstständigen Physiotherapeut,NoData,CH 4658 Däniken,N,Solothurn,independent Physiotherapist
ECON,Quality Manager (w/m/d) 100%,HAVI Logistics GmbH,CH 4702 Oensingen,N,Solothurn,Quality Manager (m / w / d) 100%
ECON,Specialist Procurement (w/m/d) 100%,HAVI Logistics GmbH,CH 4702 Oensingen,N,Solothurn,Specialist Procurement (w / m / d) 100%
ECON,(Junior) Sales Consultant (m/w/d) Schwerpunkt Vertrieb von Softwarelösungen in der Schweiz,NoData,CH 4703 Kestenholz,N,Solothurn,(Junior) Sales Consultant (m / w / d) focus on sales of software solutions in Switzerland
ECON,Ausbildung im Gastgewerbe,NoData,CH 4703 Kestenholz,N,Solothurn,Training in the hospitality industry
ECON,Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),NoData,Deitingen,N,Solothurn,Learning / r Systemgastronomie / -mann EFZ (start 2020)
ECON,Logistician EFZ oder Logistik fachmann (m/f) (100%),Megasol Energie AG,Deitingen,N,Solothurn,Logistician EFZ or logistics professional (m / f) (100%)
ECON,Generalistin Human Resources (m/w) 40 - 50%,IHI Ionbond AG,Dulliken,N,Solothurn,Generalist Human Resources (m / w) 40 - 50%
ECON,JUNIOR QUALITÄTS- & SICHERHEITSBEAUFTRAGTER 100% (M/W),7Days Media Services GmbH,Egerkingen,N,Solothurn,QUALITY & JUNIOR security officer 100% (M / W)
ECON,Logistiker EFZ / EBA,"Global Personal Partner AG, Filiale Egerkingen",Egerkingen,N,Solothurn,Logisticians EFZ / EBA
ECON,Continuous Improvement Leader,Stahl Gerlafingen AG,Gerlafingen,N,Solothurn,Continuous Improvement Leader
ECON,Mitarbeiter Bahnlogistik,Stahl Gerlafingen AG,Gerlafingen,N,Solothurn,Employees rail logistics
ECON,Strategischer Einkäufer,Stahl Gerlafingen AG,Gerlafingen,N,Solothurn,Strategic Purchaser
ECON,Leiterin Marketing (w/m) 100%,SWG,Grenchen,N,Solothurn,Head of Marketing (w / m) 100%
ECON,Stv. Qualitätsmanager/-in 100 %,etampa ag,Grenchen,N,Solothurn,Deputy. Quality Manager / -in 100%
ECON,Betriebsleiter 100% (m/w) - Grenchen SO,Compass Group (Schweiz) AG,Grenchen SO,N,Solothurn,Manager 100% (w / w) - Grenchen SO
ECON,Betriebsleiter 100% (m/w) - Grenchen SO,NoData,Grenchen SO,N,Solothurn,Manager 100% (w / w) - Grenchen SO
ECON,"Tankwagen-Chauffeur ADR, Kat. C/E",TRAVECO Transporte AG,Hägendorf,N,Solothurn,"Tank truck driver ADR, Cat. C / E"
ECON,Disponent/in für die Geräte/Staplerdisposition 100%,Planzer Transport AG,Härkingen,N,Solothurn,Booker / in for the devices / stacker Disposition 100%
ECON,Disponent/in für die Geräte/Staplerdisposition 100%,NoData,Härkingen,N,Solothurn,Booker / in for the devices / stacker Disposition 100%
ECON,Mitarbeiter/in im Fuhrpark 100%,NoData,Härkingen,N,Solothurn,Staff / in the fleet 100%
ECON,Senior Quality Engineer (m/w),RONAL AG,Härkingen,N,Solothurn,Senior Quality Engineer (m / f)
ECON,Service Manager/-in,Die Schweizerische Post,Härkingen,N,Solothurn,Service Manager / -in
ECON,Service Manager/-in,Die Schweizerische Post,Härkingen,N,Solothurn,Service Manager / -in
ECON,Spezialisten Verkauf Ersatzteile Automotive (m/w) für die Marke OPEL,NoData,Härkingen,N,Solothurn,Specialists Sales Parts Automotive (m / w) for the brand OPEL
ECON,HR Business Partner (m/f/d),Hays (Schweiz) AG,Luterbach,N,Solothurn,HR Business Partner (m / f / d)
ECON,HR Business Partner (m/f/d),Hays (Schweiz) AG,Luterbach,N,Solothurn,HR Business Partner (m / f / d)
ECON,Anlagemitarbeiter/in 30%,Migros-Verteilbetrieb Neuendorf AG,Neuendorf SO,N,Solothurn,Plant employees / 30%
ECON,Prozessingenieur (m/w/d),Model AG,Niedergösgen,N,Solothurn,Process Engineer (m / f / d)
ECON,Bereichsleiter Beschaffung und Logistik (m/w),lanz oensingen ag,Oensingen,N,Solothurn,Head of Procurement and Logistics (m / f)
ECON,CSB Consultant (m/w),Bell Schweiz AG,Oensingen,N,Solothurn,CSB Consultant (m / w)
ECON,Geschäftsführer Gastronomie m/w (Mitglied der Geschäftsleitung),VEBO Genossenschaft,Oensingen,N,Solothurn,Managing Gastronomy m / f (Member of the Executive Board)
ECON,Mitarbeiter Qualitätsmanagement 100% (m/w),SCHELLING AG,Oensingen,N,Solothurn,Employees Quality Management 100% (w / w)
ECON,Praktikant/in Personalberatung 80 - 100%,Excellent Personaldienstleistungen Oensingen AG,Oensingen,N,Solothurn,Intern / in HR consulting 80-100%
ECON,acheteur/euse de projets en génie civil 50 - 100%,Schweizerische Bundesbahnen SBB,Olten,N,Solothurn,buyer / honest civil engineering projects in 50 - 100%
ECON,Ausbildung Disponent / Disponentin SBB Cargo International 100%,SBB Cargo International AG,Olten,N,Solothurn,Training planner / booker SBB Cargo International 100%
ECON,Business Developer Digital Energy Services Switzerland,Alpiq AG,Olten,N,Solothurn,Business Developer Digital Energy Services Switzerland
ECON,Daten- und Qualitätsmanager/in 80 - 100%,Schweizerische Bundesbahnen SBB,Olten,N,Solothurn,Data and Quality Manager / in 80-100%
ECON,Eine/n erfahrene/n Disponenten/in 100%,SBB Cargo International AG,Olten,N,Solothurn,A / n experienced / n dispatchers / in 100%
ECON,HR-GeneralistIn 80%,Syna - die Gewerkschaft,Olten,N,Solothurn,HR Generalist 80%
ECON,LEITER HUMAN RESOURCES 50 – 60% (M/W),IHI Bernex AG,Olten,N,Solothurn,HUMAN RESOURCES HEAD 50 - 60% (W / W)
ECON,Leiter Warenannahme & Spedition (m/w),EAO AG,Olten,N,Solothurn,Conductor goods receiving & forwarding (m / w)
ECON,Projekteinkäufer/in im Tiefbau 50 - 100%,Schweizerische Bundesbahnen SBB,Olten,N,Solothurn,Project Buyer / in civil engineering from 50 to 100%
ECON,Recruiter,Careerplus AG,Olten,N,Solothurn,Recruiter
ECON,Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,N,Solothurn,Senior Consultant Business Analyst ERP
ECON,Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,N,Solothurn,Senior Consultant Business Analyst ERP
ECON,Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,N,Solothurn,Senior Consultant Business Analyst ERP
ECON,Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,N,Solothurn,Senior Consultant Business Analyst ERP
ECON,Projektleiter/in Digital Marketing & Automation 60-100%,Art of Work Personalberatung AG,Raum Olten,N,Solothurn,Project Manager / in Digital Marketing & Automation 60-100%
ECON,Executive Assistent / Assistentin 60%,Careerplus AG,Region Solothurn,N,Solothurn,Executive Assistant / Assistant 60%
ECON,Leiter / Leiterin Personalwesen 100%,Manpower SA,Region Solothurn,N,Solothurn,Director / Head of Human Resources 100%
ECON,Junior Business Development Manager (m/w/d),NoData,Schönenwerd,N,Solothurn,Junior business development manager (m / w / d)
ECON,Kaufmännische/r Sachbearbeiter/in 80%-100%,Rotel AG,Schönenwerd,N,Solothurn,Commercial / r clerk / in 80% -100%
ECON,Direktions-Ehepaar (Miete oder Kauf),InSearch AG,Solothurn,N,Solothurn,Principals couple (rent or purchase)
ECON,GASTRONOMISCHE/R GIPFELSTÜRMER/IN,search-group.ch ag,Solothurn,N,Solothurn,FOOD / R SUMMIT STÜRMER / IN
ECON,Kaufmännischer Mitarbeiter 60% - 80 % (w/m),BDO AG,Solothurn,N,Solothurn,Commercial staff 60% - 80% (w / w)
ECON,Leiter Logistik (m/w),Glutz AG,Solothurn,N,Solothurn,Logistics Manager (m / f)
ECON,Logistiker(m/w) EFZ (temporär),Kelly Services Solothurn,Solothurn,N,Solothurn,Logisticians (m / f) EFZ (temporary)
ECON,Meeting & Event Coordinator(m/w/d),NoData,Solothurn,N,Solothurn,Meeting & Event Coordinator (m / w / d)
ECON,Restaurantleiter/in Manora 100%,Manor AG,Solothurn,N,Solothurn,Restaurant Manager / in Manora 100%
ECON,Sachbearbeiter/in Human Resources 100%,Stampfli AG,Subingen,N,Solothurn,Agent / in Human Resources 100%
ECON,Sachbearbeiterin Personaladministration 80% - 100%,Stucortec AG,Winznau,N,Solothurn,Clerk Personnel Administration 80% - 100%
ECON,HR Administrator 60-80 % (m/w),Ovivo Switzerland AG,Witterswil,N,Solothurn,HR Administrator 60-80% (w / w)
ECON,Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,NoData,Zuchwil,N,Solothurn,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time
ECON,TRAINER (M/W/D) Vollzeit,NoData,Zuchwil,N,Solothurn,COACH (M / W / D) Full Time
ECON,"Sachbearbeiter/in Einkauf, 80-100%",Forbo International SA,Wallbach,N,Aargau,"Clerk / purchasing, 80-100%"
ECON,Technischer Kaufmann im Einkauf gesucht w/m,"Universal-Job AG, Solothurn",Bienne,N,Bern,sought technical merchant in the shopping w / m
ECON,Teamleiter/in HR Service Center 80-100% (m/w),Impirio AG,Seeland,N,Multiple,Team Leader / HR Service Center in 80-100% (w / w)
ECON,Personalberater / (Senior) Recruitment Consultant 100% (m/w),Freestar- People AG,Hünenberg,N,Zug,Lean / (Senior) Recruitment Consultant 100% (w / w)
ECON,Supply Chain Coordinator (80-100%),Josef Müller Gemüse AG,Hünenberg,N,Zug,Supply Chain Coordinator (80-100%)
ECON,Transport-Disponent 100 % (m/w),Sulser Logistik AG,Brunegg,N,Zurich,Transport dispatcher 100% (w / w)
ECON,BUSINESS DEVELOPMENT MANAGER (W/M) CISCO,Bechtle Schweiz AG,Regensdorf,N,Zurich,BUSINESS DEVELOPMENT MANAGER (W / M) CISCO
ECON,Praktikant Moderne Lernmethodik (E-Learning),NoData,Wangen bei Dübendorf,N,Zurich,Intern Modern learning methods (e-learning)
ECON,Praktikant/in 100% Human Resources & Employer Branding (befristet für 12 Monate),NoData,Wangen bei Dübendorf,N,Zurich,Intern / in 100% Human Resources & employer branding (limited for 12 months)
ECON,Product Manager,NoData,Wangen bei Dübendorf,N,Zurich,Product Manager
ECON,SACHBEARBEITER PERSONAL & FINANZEN 100%,Solarville AG,Winterthur,N,Zurich,EXECUTIVE PERSONNEL & FINANCE 100%
ECON,HR Partner (w/m/d),Gemalto AG,Zürich,N,Zurich,HR Partner (w / m / d)
ECON,Qualitätsmanager (w/m),CISTEC AG,Zürich,N,Zurich,Quality Manager (w / m)
ECON,"IT Performance Consultant (Experienced, Leads & Seniors)",Altersis Performance AG,"Basel, BS",N,Basel,"IT Performance Consultant (Experienced, Leads & Seniors)"
ECON,"Performance Consultant (Experienced, Lead or Senior)",Altersis Performance AG,"Basel, BS",N,Basel,"Performance Consultant (Experienced, Lead or Senior)"
