Description,Employer,Language,Location,Multiple,State,Translation,Category
Mediengestalter Digital & Print (m/w),Feldschlösschen Getränke AG,,Rheinfelden,N,Aargau,Digital Media Designer & Print (m / f),IT
Professional/Senior Software-Entwickler/in 70-100%,FIVE Informatik AG,,Schönbühl,N,Bern,Professional / Senior Software Developer / in 70-100%,IT
Applikationsentwickler BI/DWH,ESPRIT  Netzwerk AG,,Solothurn,N,Solothurn,Applikationsentwickler BI / DWH,IT
Business Analyst E-Claim Plus,Centris AG,,Solothurn,N,Solothurn,Business Analyst E-Claim Plus,IT
Informatik-Lernende/r EFZ Fachrichtung Applikationsentwicklung,Centris AG,,Solothurn,N,Solothurn,Computer science learners / r EFZ specializing in application development,IT
Interaction Designer (UI/UX) (40-80%),Sitewerk Digital Solutions GmbH,,Solothurn,N,Solothurn,Interaction Designer (UI/UX) (40-80%),IT
IT-Solution Architekt (m/w),ESPRIT  Netzwerk AG,,Solothurn,N,Solothurn,IT Solution Architect (m / w),IT
IT-Solution Architekt (m/w),ESPRIT  Netzwerk AG,,Solothurn,N,Solothurn,IT Solution Architect (m / w),IT
Requirements Engineer Frontend,Centris AG,,Solothurn,N,Solothurn,Requirements Engineer Frontend,IT
Security Officer,ESPRIT  Netzwerk AG,,Solothurn,N,Solothurn,Security Officer,IT
Senior Application Manager für Digital Services,Centris AG,,Solothurn,N,Solothurn,Senior Application Manager for Digital Services,IT
System technician at Microsoft w/m,"Universal-Job AG, Solothurn",,Solothurn,N,Solothurn,System technician at Microsoft w/m,IT
Testmanager (w/m),swisselect ag,,Solothurn,N,Solothurn,Testmanager (w/m),IT
Cyber Security Engineer w/m,ITRIS Enterprise AG,,Spreitenbach,N,Schwyz,Cyber Security Engineer w/m,IT
Presales Datacenter (m/w),DataStore AG,,Spreitenbach,N,Schwyz,Presales Datacenter (m/w),IT
Presales Security (w/m),DataStore AG,,Spreitenbach,N,Schwyz,Presales Security (w/m),IT
STRATEGIC ACCOUNT MANAGER (m/w),DataStore AG,,Spreitenbach,N,Schwyz,STRATEGIC ACCOUNT MANAGER (m/w),IT
"ECM Application Engineer (m/w/d), Suhr",,,Suhr,N,Aargau,"ECM Application Engineer (m/w/d), Suhr",IT
ECM Application Engineer m/w/d,"Mensch und Maschine Schweiz AG, Standort Suhr",,Suhr,N,Aargau,ECM Application Engineer m/w/d,IT
Projektleiter/Consultant Qualitätsmanagement-Software (80%),new-win SW Solutions AG,,Suhr,N,Aargau,Project Manager / Consultant Quality Management Software (80%),IT
IT Solution Consultant (100%),,,Suhr / Aargau,N,Aargau,IT Solution Consultant (100%),IT
Applikationsentwickler Visualisierung (80 - 100%),Pixy AG,,Turgi,N,Aargau,Visualization application developers (80 - 100%),IT
Software Engineer C++/Qt (80-100 %),Pixy AG,,Turgi,N,Aargau,Software Engineer C++/Qt (80-100 %),IT
Software Entwickler C# m/w,WEY Technology AG,,Unterengstringen,N,Zurich,Software Developer C # m / f,IT
System technician (m/w),WEY Technology AG,,Unterengstringen,N,Zurich,System technician (m/w),IT
Informatik: MS Dynamics NAV Spezialist 80-100%,Doppelleu Boxer AG,,Winterthur,N,Zurich,Computer science: MS Dynamics NAV Specialist 80-100%,IT
Cloud Engineer Google G Suite 100% (w/m),Ringier AG,,Zofingen,N,Aargau,Cloud Engineer Google G Suite 100% (w/m),IT
ICT System Specialist / System Engineer,Art of Work Personalberatung AG,,Zürich,N,Zurich,ICT System Specialist / System Engineer,IT
IT & Business Engineer/Business Analyst (80-100%),SIX Payment Services AG,,Zürich,N,Zurich,IT & Business Engineer/Business Analyst (80-100%),IT
Junior IT SystemtechnikerIn Betreuung und Support unserer Kunden,Lothal Datentechnik & Partner AG,,Zürich,N,Zurich,Junior IT system technician care and support of our customers,IT
Qualitätsmanager (w/m),CISTEC AG,,Zürich,N,Zurich,Quality Manager (w / m),IT
Security Engineer - HSM Product Owner,SIX Payment Services AG,,Zürich,N,Zurich,Security Engineer - HSM Product Owner,IT
Senior Project Manager - Financial Services,SIX Payment Services AG,,Zürich,N,Zurich,Senior Project Manager - Financial Services,IT
(Senior) Projektmanager (w/m/d),Fujitsu Technology Solutions AG,,Basel / Zürich,Y,Basel,(Senior) Project Manager (w / m / d),IT
Wirtschaftsinformatiker (m/w/d),brain-tec AG IT-Solutions,,Basel oder Züirch,Y,Basel,Business data (m / w / d),IT
"SQL Server Consultant - Basel, Bern oder Zürich",,,"Basel, Bern oder Zürich",Y,Basel,"SQL Server Consultant - Basel, Bern and Zurich",IT
Java Software Engineer (m/w),adesso Schweiz AG,,"Basel, Bern, Lausanne, Lugano, Zürich",Y,Basel,Java Software Engineer (m/w),IT
IT Security Engineer (m/w),adesso Schweiz AG,,"Basel, Bern, Lausanne, Zürich",Y,Basel,IT Security Engineer (m/w),IT
(Senior) Android Entwickler (m/w),adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,(Senior) Android Developer (m / f),IT
(Senior) Entwickler Microsoft Dynamics CRM (m/w),adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,(Senior) Entwickler Microsoft Dynamics CRM (m/w),IT
(Senior) Software Engineer (m/w) Microsoft,adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,(Senior) Software Engineer (m/w) Microsoft,IT
"Informatiker EFZ, Fachrichtung Applikationsentwicklung (m/w)",isolutions AG,,"Basel, Bern, Zürich",Y,Basel,"Computer EFZ, field application development (m / f)",IT
IT-Consultant Manufacturing Industries (m/w),adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,IT-Consultant Manufacturing Industries (m/w),IT
Platform Engineer Container Technologies - Bereich Digital & Innovation (m/w),adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,Platform Engineer Container Technologies - the Digital & Innovation (m / f),IT
Senior IT-Consultant Life Sciences (m/w),adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,Senior IT-Consultant Life Sciences (m/w),IT
Software Architect,isolutions AG,,"Basel, Bern, Zürich",Y,Basel,Software Architect,IT
Software Engineer .NET in der Individualsoftwareentwicklung,isolutions AG,,"Basel, Bern, Zürich",Y,Basel,.NET Software Engineer in the custom software development,IT
UI/UX Spezialist,adesso Schweiz AG,,"Basel, Bern, Zürich",Y,Basel,UI / UX Specialist,IT
Software-Ingenieur für Testautomatisierung (m/w),Allgeier (Schweiz) AG,,"Basel, Thalwil oder beim Kunden OnSite",Y,Basel,Software Engineer for Test Automation (m / f),IT
Full-Stack Software Engineer - AEM Sites,,,"Basel, Zurich",Y,Basel,Full-Stack Software Engineer - AEM Sites,IT
Senior Software Engineer,,,"Basel, Zurich",Y,Basel,Senior Software Engineer,IT
Sr. Full Stack Developer,,,"Basel, Zurich",Y,Basel,Sr. Full Stack Developer,IT
Trainee (all genders) SAP S/4HANA Consultant,Accenture,,"Basel, Zürich",Y,Basel,Trainee (all genders) SAP S/4HANA Consultant,IT
"Open Infrastructure Consultant - Basel, Zürich oder Bern",,,"Basel, Zürich oder Bern",Y,Basel,"Open Infrastructure Consultant - Basel, Zurich or Bern",IT
Consultant (all genders) SAP FI/CO und S/4HANA,Accenture,,Basel|Bern|Genf|Zrich,Y,Basel,Consultant (all genders) SAP FI / CO und S / 4HANA,IT
Consultant / Manager (all genders) SAP,Accenture,,Basel|Zürich,Y,Basel,Consultant / Manager (all genders) SAP,IT
Business Analyst (w/m),ParMag AG,,"Bern, Basel und Zürich",Y,Basel,Business Analyst (w/m),IT
Senior Security Engineer 80% bis 100%,Swisscom (Schweiz) AG,,"Bern, Zürich oder Basel",Y,Multiple,Senior Security Engineer 80% bis 100%,IT
Senior Test Automation Engineer,ERNI Schweiz AG,,Bern/Zürich,Y,Multiple,Senior Test Automation Engineer,IT
Linux Systems Engineer – Dienstleistungsunternehmen,Gfeller Consulting & Partner AG,,Nordwestschweiz,Y,Multiple,Linux Systems Engineer - service companies,IT
Senior Development Engineer - Engineered Solutions (f/m),Unicada AG,,northwestern Switzerland,Y,Multiple,Senior Development Engineer - Engineered Solutions (f/m),IT
Senior Development Engineer - Engineered Solutions (f/m),Unicada AG,,northwestern Switzerland,Y,Multiple,Senior Development Engineer - Engineered Solutions (f/m),IT
SAP Inhouse Consultant HCM - Project Manager (w/m/d),BROMsolutions AG Binningen BL,,Region Mittelland / Zürich,Y,Multiple,SAP Inhouse Consultant HCM - Project Manager (w/m/d),IT
IT-Security Engineer (m/w) in Reinach oder Gümligen,,,Reinach oder Gümligen,Y,Basel,IT Security Engineer (m / f) in Reinach or Gümligen,IT
Network Engineer (m/w) in Reinach oder Gümligen,,,Reinach oder Gümligen,Y,Basel,Network Engineer (m / f) in Reinach or Gümligen,IT
Junior Software-Entwickler (w/m),Allgeier (Schweiz) AG,,Thalwil oder Basel,Y,Basel,Junior Software Developer (m / f),IT
Senior .NET Developer (w/m),Allgeier (Schweiz) AG,,Thalwil oder Basel,Y,Basel,Senior .NET Developer (w/m),IT
Network Engineer Cyber Security,Netcloud AG,,"Winterthur, Bern oder Basel",Y,Basel,Network Engineer Cyber Security,IT
Network Engineer Managed Services,Netcloud AG,,"Winterthur, Bern oder Basel",Y,Basel,Network Engineer Managed Services,IT
Senior Fullstack Engineer (Fokus Frontend-Entwicklung),Harvey Nash AG,,Zürich oder Basel,Y,Basel,Senior Full Stack Engineer (focus front-end development),IT
Computer scientist with economy background FH (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Computer scientist with economy background FH (m/w/d),IT
Consultant ERP (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Consultant ERP (m/w/d),IT
Junior Project Manager ERP (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Junior Project Manager ERP (m/w/d),IT
Project Manager ERP (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Project Manager ERP (m/w/d),IT
Softwareentwickler (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Software developers (m / w / d),IT
Softwareentwickler im Customer Care Team (m/w/d),,,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Basel,Software developer in the Customer Care Team (m / w / d),IT
Senior Consultant - Advisory - SAP Agile Business Finance,EY,,"Zürich, Basel, Genf, Lausanne",Y,Basel,Senior Consultant - Advisory - SAP Agile Business Finance,IT
"Full Stack Software-Entwickler (m/w, 80-100%)",GeoWerkstatt GmbH,,Aarau,N,Aargau,"Full Stack Software Developer (m / w, 80-100%)",IT
ERP-SUPPORTER (M/W),OPAG Informatik AG,,Arlesheim,N,Basel,ERP-SUPPORTER (M/W),IT
App Engineer (Application Developer / Business Analyst Trading and Asset Management),Bank J. Safra Sarasin AG,,Basel,N,Basel,App Engineer (Application Developer / Business Analyst Trading and Asset Management),IT
Applikations-Entwickler/in für Kernbankensystem 80-100%,Basler Kantonalbank,,Basel,N,Basel,Application Developer / in for core banking system from 80 to 100%,IT
Avaloq Developer (with focus on credit office related topics),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on credit office related topics),IT
Avaloq Developer (with focus on credit office related topics),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on credit office related topics),IT
Avaloq Developer (with focus on Tax & Legal Reporting topics),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on Tax & Legal Reporting topics),IT
Avaloq Developer (with focus on Tax & Legal Reporting topics),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on Tax & Legal Reporting topics),IT
Avaloq Developer (with focus on topics related to tradable securities),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on topics related to tradable securities),IT
Avaloq Developer (with focus on topics related to tradable securities),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq Developer (with focus on topics related to tradable securities),IT
Avaloq Entwickler (mit Fokus Front-bezogene Themengebiete),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq developer (focused front-related topics),IT
Avaloq Entwickler (mit Fokus Front-bezogene Themengebiete),Bank J. Safra Sarasin AG,,Basel,N,Basel,Avaloq developer (focused front-related topics),IT
Business Intelligence Spezialist (m/w),Bell Schweiz AG,,Basel,N,Basel,Business Intelligence (m / w),IT
C-Programmer,,,Basel,N,Basel,C Programs,IT
CRM Manager,MCH Group AG,,Basel,N,Basel,CRM Manager,IT
Data Analyst/-Scientist,MCH Group AG,,Basel,N,Basel,Data Analyst/-Scientist,IT
Data Scientist,wega Informatik AG,,Basel,N,Basel,Data Scientist,IT
Data Scientist,wega Informatik AG,,Basel,N,Basel,Data Scientist,IT
Deutschsprachige Solutions Architect / Projekt Lead,Experis Schweiz Basel,,Basel,N,Basel,German Language Solutions Architect / Project Lead,IT
"DevOps Consultant IT Performance Management (Experienced, Lead, Senior)",Altersis Performance AG,,Basel,N,Basel,"DevOps Consultant IT Performance Management (Experienced, Lead, Senior)",IT
Digital Biomarker - Voice/Speech Data Analyst,,,Basel,N,Basel,Digital Biomarker - Voice/Speech Data Analyst,IT
Digital Product Owner,MCH Group AG,,Basel,N,Basel,Digital Product Owner,IT
Digital Solutions Manager,,,Basel,N,Basel,Digital Solutions Manager,IT
Experienced CSV Consultant,wega Informatik AG,,Basel,N,Basel,Experienced CSV Consultant,IT
Fachperson Security (w/m),ISS Schweiz,,Basel,N,Basel,Expert Security (w / m),IT
Hardware Engineer - Medical Devices,,,Basel,N,Basel,Hardware Engineer - Medical Devices,IT
ICT Architect (100 %),Bank CIC (Schweiz) AG,,Basel,N,Basel,ICT Architect (100 %),IT
ICT Security- / Netzwerkspezialist (100 %),Bank CIC (Schweiz) AG,,Basel,N,Basel,ICT security / network specialist (100%),IT
IT Contracting Data Migration Lead (m/f),Datalynx AG,,Basel,N,Basel,IT Contracting Data Migration Lead (m/f),IT
IT-Projektleiter/Entwickler (m/w/d),scope solutions ag,,Basel,N,Basel,IT Project Manager / Developer (m / w / d),IT
Java Architect / Technical Lead,ELCA Informatik AG,,Basel,N,Basel,Java Architect / Technical Lead,IT
Java Engineer w/m (Back- und Frontend),a & u Kaderberatung AG,,Basel,N,Basel,Java Engineer w / m (back- and front-end),IT
Java full stack Developer / Senior Java full stack Developer,ELCA Informatik AG,,Basel,N,Basel,Java full stack Developer / Senior Java full stack Developer,IT
Java Senior Software Engineer Cloud (m/w),adesso Schweiz AG,,Basel,N,Basel,Java Senior Software Engineer Cloud (m/w),IT
Java Softwareentwicklung Expert (m/w),Datalynx AG,,Basel,N,Basel,Java Software Development Expert (m / f),IT
Junior CSV Consultant,wega Informatik AG,,Basel,N,Basel,Junior CSV Consultant,IT
Junior Data Modeler MES (m/f),Datalynx AG,,Basel,N,Basel,Junior Data Modeler MES (m/f),IT
Junior Mediamatiker oder Webpublisher 20-50% m/w (Joomla & WordPress),Masterhomepage GmbH,,Basel,N,Basel,Junior Mediamatiker or Webpublisher 20-50% w / w (Joomla & Wordpress),IT
Junior Software Engineer (JAVA/.NET),ELCA Informatik AG,,Basel,N,Basel,Junior Software Engineer (JAVA/.NET),IT
Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star,PwC,,Basel,N,Basel,Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star,IT
Lead Developer (SpringCloud),wega Informatik AG,,Basel,N,Basel,Lead Developer (SpringCloud),IT
Lehrstelle Informatikerin / Informatiker EFZ 100%,Basler Kantonalbank,,Basel,N,Basel,Apprenticeship computer scientist / computer EFZ 100%,IT
LIMS Expert / Developer,wega Informatik AG,,Basel,N,Basel,LIMS Expert / Developer,IT
Medical Devices Development Specialist,,,Basel,N,Basel,Medical Devices Development Specialist,IT
Microsoft Software-Architekt (m/w),adesso Schweiz AG,,Basel,N,Basel,Microsoft Software-Architect (m / w),IT
Network Security Engineer,Bank J. Safra Sarasin AG,,Basel,N,Basel,Network Security Engineer,IT
Network Security Engineer,Bank J. Safra Sarasin AG,,Basel,N,Basel,Network Security Engineer,IT
Paramatrierer Avaloq (80%-100%),Basellandschaftliche Kantonalbank,,Basel,N,Basel,Paramatrierer Avaloq (80%-100%),IT
PHP Backend Developer (m/w),BackOffice AG,,Basel,N,Basel,PHP Backend Developer (m/w),IT
Projektleiter/-in ABACUS Modul CRM (Basel),ProSearch AG,,Basel,N,Basel,Project / -in ABACUS module CRM (Basel),IT
Projektleiter/in IT Infrastruktur 100%,WIR Bank Genossenschaft,,Basel,N,Basel,Project Manager / IT infrastructure 100%,IT
R Developer,,,Basel,N,Basel,R Developer,IT
R Programmer,,,Basel,N,Basel,R Programs,IT
Research Informatics Specialist / Database Developer,wega Informatik AG,,Basel,N,Basel,Research Informatics Specialist / Database Developer,IT
SAP MM - Modulverantwortlicher (w/m),Unicada AG,,Basel,N,Basel,SAP MM - Modulverantwortlicher (w / w),IT
SAP SCM Inhouse Consultant (m/f/x),Oettinger Davidoff AG,,Basel,N,Basel,SAP SCM Inhouse Consultant (m/f/x),IT
Senior CSV Consultant,wega Informatik AG,,Basel,N,Basel,Senior CSV Consultant,IT
Senior Frontend Engineer 80-100%,Basler Kantonalbank,,Basel,N,Basel,Senior Frontend Engineer 80-100%,IT
Senior IT-Tester (w/m),Unicada AG,,Basel,N,Basel,Senior IT-Tester (w/m),IT
Senior IT-Tester (w/m),Unicada AG,,Basel,N,Basel,Senior IT-Tester (w/m),IT
Senior Microsoft Software Engineer (m/w),adesso Schweiz AG,,Basel,N,Basel,Senior Microsoft Software Engineer (m/w),IT
Senior Software Engineer (m/w/d) Java,,,Basel,N,Basel,Senior Software Engineer (m/w/d) Java,IT
ServiceNow Architect / Transition Manager,TechMahindra,,Basel,N,Basel,ServiceNow Architect / Transition Manager,IT
Software Architect (m/w/d) Java Enterprise Solutions,,,Basel,N,Basel,Software Architect (m/w/d) Java Enterprise Solutions,IT
Software Engineer,,,Basel,N,Basel,Software Engineer,IT
Software Engineer (m/w/d) Java,,,Basel,N,Basel,Software Engineer (m/w/d) Java,IT
Software Engineer (m/w/d) Liferay,,,Basel,N,Basel,Software Engineer (m/w/d) Liferay,IT
Software Engineer Java (m/w),Prevo-System AG,,Basel,N,Basel,Software Engineer Java (m/w),IT
Software Entwickler/Engineer (m/w) 100% - professional/senior,evado gmbh,,Basel,N,Basel,Software Developer / Engineer (m / w) 100% - professional / senior,IT
Softwareentwickler/in,Bell Schweiz AG,,Basel,N,Basel,Software Developer / in,IT
System Engineer (m/w),Dexion Services AG,,Basel,N,Basel,System Engineer (m/w),IT
Testautomatisierungs-Engineer TOSCA (100 %),Bank CIC (Schweiz) AG,,Basel,N,Basel,Testautomatisierungs-engineer TOSCA (100%),IT
UX/UI Designer,,,Basel,N,Basel,UX / UI Designer,IT
Validation Lead (m/f),Datalynx AG,,Basel,N,Basel,Validation Lead (m/f),IT
Web/Frontend Developer (Angular),ELCA Informatik AG,,Basel,N,Basel,Web/Frontend Developer (Angular),IT
MDM SUPPORTER,execure ag,,Basel BS,N,Basel,MDM SUPPORTER,IT
PROGRAMMER,execure ag,,Basel BS,N,Basel,PROGRAMMER,IT
IT Consultant - IT Performance Management,Altersis Performance AG,,"Basel, BS",N,Basel,IT Consultant - IT Performance Management,IT
UX Designer / Applikation Engineer mit Projektleitungserfahrung (m/w) 80-100 % [Ref: 1321],Freestar-Informatik AG,,Baselland,N,Basel,UX designer / engineer with project management application experience (m / w) 80-100% [Ref 1321],IT
Administrator,,,CH 4051 Basel,N,Basel,Administrator,IT
Frontend Engineer,bluesky IT-Solutions AG,,CH 4051 Basel,N,Basel,Frontend Engineer,IT
Full Stack Software Engineer Java (m/w),bluesky IT-Solutions AG,,CH 4051 Basel,N,Basel,Full Stack Software Engineer Java (m/w),IT
"Full Stack Software Engineers for Java, Web and Mobile (m/f)",,,CH 4051 Basel,N,Basel,"Full Stack Software Engineers for Java, Web and Mobile (m/f)",IT
IT-Allrounder 100% (m/w),,,CH 4051 Basel,N,Basel,IT-Allrounder 100% (m/w),IT
Karrierestart als Junior Software Engineer Java / Web (m/w/d),nag informatik ag,,CH 4051 Basel,N,Basel,Start your career as a Junior Software Engineer Java / Web (m / w / d),IT
Senior Java Software Engineer (m/w/d),nag informatik ag,,CH 4051 Basel,N,Basel,Senior Java Software Engineer (m/w/d),IT
IT specialist with background in economy - focus on data migration,nag informatik ag,,CH 4051 Basel,N,Basel,IT specialist with background in economy - focus on data migration,IT
(Junior) DevOps / Quality & Security Engineer,Jacando AG,,CH 4052 Basel,N,Basel,(Junior) DevOps / Quality & Security Engineer,IT
(Junior) NodeJS Back-End Developer,Jacando AG,,CH 4052 Basel,N,Basel,(Junior) NodeJS Back-End Developer,IT
(Junior) React / NodeJS Full-Stack Developer,Jacando AG,,CH 4052 Basel,N,Basel,(Junior) React / NodeJS Full-Stack Developer,IT
